,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,Accuracy
516,entropy,10.0,,3.0,1000,0.5841194968553458
517,entropy,10.0,,4.0,1,0.5841194968553458
518,entropy,10.0,,4.0,10,0.5841194968553458
519,entropy,10.0,,4.0,100,0.5841194968553458
520,entropy,10.0,,4.0,1000,0.5841194968553458
521,entropy,10.0,,5.0,1,0.5841194968553458
522,entropy,10.0,,5.0,10,0.5841194968553458
523,entropy,10.0,,5.0,100,0.5841194968553458
524,entropy,10.0,,5.0,1000,0.5841194968553458
525,entropy,10.0,10,5.0,100,0.5841194968553458
526,entropy,10.0,10,5.0,10,0.5841194968553458
527,entropy,10.0,1,1.0,1,0.5841194968553458
528,entropy,10.0,1,1.0,10,0.5841194968553458
529,entropy,10.0,1,1.0,100,0.5841194968553458
530,entropy,10.0,1,1.0,1000,0.5841194968553458
531,entropy,10.0,1,2.0,1,0.5841194968553458
532,entropy,5.0,10,5.0,1000,0.5841194968553458
533,entropy,5.0,10,5.0,10,0.5841194968553458
534,entropy,5.0,sqrt,3.0,10,0.5841194968553458
535,entropy,,log2,4.0,10,0.5841194968553458
536,entropy,5.0,log2,3.0,1000,0.5841194968553458
537,entropy,5.0,log2,4.0,1,0.5841194968553458
538,entropy,5.0,log2,4.0,10,0.5841194968553458
539,entropy,5.0,log2,4.0,100,0.5841194968553458
540,entropy,5.0,log2,4.0,1000,0.5841194968553458
541,entropy,5.0,log2,5.0,1,0.5841194968553458
542,entropy,5.0,log2,5.0,10,0.5841194968553458
543,entropy,5.0,log2,5.0,100,0.5841194968553458
544,entropy,5.0,log2,5.0,1000,0.5841194968553458
545,entropy,,log2,5.0,1,0.5841194968553458
546,entropy,,log2,4.0,1000,0.5841194968553458
547,entropy,,log2,4.0,100,0.5841194968553458
548,entropy,5.0,,1.0,1,0.5841194968553458
549,entropy,5.0,log2,3.0,10,0.5841194968553458
550,entropy,5.0,,1.0,10,0.5841194968553458
551,entropy,5.0,,1.0,100,0.5841194968553458
552,entropy,,log2,4.0,1,0.5841194968553458
553,entropy,,log2,3.0,1000,0.5841194968553458
554,entropy,,log2,3.0,100,0.5841194968553458
555,entropy,5.0,,1.0,1000,0.5841194968553458
556,entropy,5.0,,2.0,1,0.5841194968553458
557,entropy,5.0,,2.0,10,0.5841194968553458
558,entropy,5.0,,2.0,100,0.5841194968553458
559,entropy,5.0,,2.0,1000,0.5841194968553458
560,entropy,5.0,,3.0,1,0.5841194968553458
561,entropy,5.0,,3.0,10,0.5841194968553458
562,entropy,5.0,log2,3.0,100,0.5841194968553458
563,entropy,5.0,log2,3.0,1,0.5841194968553458
564,entropy,,sqrt,5.0,10,0.5841194968553458
565,entropy,,,1.0,1000,0.5841194968553458
566,entropy,5.0,sqrt,3.0,100,0.5841194968553458
567,entropy,,,2.0,10,0.5841194968553458
568,entropy,,,2.0,1,0.5841194968553458
569,entropy,5.0,sqrt,3.0,1000,0.5841194968553458
570,entropy,5.0,sqrt,4.0,1,0.5841194968553458
571,entropy,5.0,sqrt,4.0,10,0.5841194968553458
572,entropy,10.0,10,2.0,1000,0.5841194968553458
573,entropy,5.0,sqrt,4.0,1000,0.5841194968553458
574,entropy,5.0,sqrt,5.0,1,0.5841194968553458
575,entropy,5.0,sqrt,5.0,10,0.5841194968553458
576,entropy,5.0,sqrt,5.0,100,0.5841194968553458
577,entropy,5.0,sqrt,5.0,1000,0.5841194968553458
578,entropy,,,1.0,100,0.5841194968553458
579,entropy,5.0,log2,2.0,1000,0.5841194968553458
580,entropy,,,1.0,10,0.5841194968553458
581,entropy,5.0,log2,1.0,1,0.5841194968553458
582,entropy,5.0,log2,1.0,10,0.5841194968553458
583,entropy,5.0,log2,1.0,100,0.5841194968553458
584,entropy,5.0,log2,1.0,1000,0.5841194968553458
585,entropy,5.0,log2,2.0,1,0.5841194968553458
586,entropy,5.0,log2,2.0,10,0.5841194968553458
587,entropy,5.0,log2,2.0,100,0.5841194968553458
588,entropy,,,1.0,1,0.5841194968553458
589,entropy,,log2,5.0,1000,0.5841194968553458
590,entropy,,log2,5.0,100,0.5841194968553458
591,entropy,,log2,5.0,10,0.5841194968553458
592,entropy,5.0,,3.0,100,0.5841194968553458
593,entropy,5.0,,3.0,1000,0.5841194968553458
594,entropy,5.0,,4.0,1,0.5841194968553458
595,entropy,5.0,10,2.0,100,0.5841194968553458
596,entropy,5.0,1,5.0,1000,0.5841194968553458
597,entropy,,log2,2.0,10,0.5841194968553458
598,entropy,,log2,2.0,1,0.5841194968553458
599,entropy,,log2,1.0,1000,0.5841194968553458
600,entropy,,log2,1.0,100,0.5841194968553458
601,entropy,,log2,1.0,10,0.5841194968553458
602,entropy,5.0,10,1.0,1,0.5841194968553458
603,entropy,5.0,10,1.0,10,0.5841194968553458
604,entropy,5.0,10,1.0,100,0.5841194968553458
605,entropy,5.0,10,1.0,1000,0.5841194968553458
606,entropy,5.0,10,2.0,1,0.5841194968553458
607,entropy,5.0,10,2.0,10,0.5841194968553458
608,entropy,5.0,10,2.0,1000,0.5841194968553458
609,entropy,5.0,,4.0,10,0.5841194968553458
610,entropy,5.0,10,3.0,1,0.5841194968553458
611,entropy,5.0,10,3.0,10,0.5841194968553458
612,entropy,5.0,10,3.0,100,0.5841194968553458
613,entropy,5.0,10,3.0,1000,0.5841194968553458
614,entropy,5.0,10,4.0,1,0.5841194968553458
615,entropy,5.0,10,4.0,10,0.5841194968553458
616,entropy,5.0,10,4.0,100,0.5841194968553458
617,entropy,5.0,10,4.0,1000,0.5841194968553458
618,entropy,5.0,10,5.0,1,0.5841194968553458
619,entropy,,log2,1.0,1,0.5841194968553458
620,entropy,,sqrt,5.0,1000,0.5841194968553458
621,entropy,,sqrt,5.0,100,0.5841194968553458
622,entropy,5.0,1,5.0,100,0.5841194968553458
623,entropy,5.0,1,5.0,10,0.5841194968553458
624,entropy,5.0,1,5.0,1,0.5841194968553458
625,entropy,5.0,1,4.0,1000,0.5841194968553458
626,entropy,5.0,,4.0,100,0.5841194968553458
627,entropy,5.0,,4.0,1000,0.5841194968553458
628,entropy,5.0,,5.0,1,0.5841194968553458
629,entropy,5.0,,5.0,10,0.5841194968553458
630,entropy,5.0,,5.0,100,0.5841194968553458
631,entropy,5.0,,5.0,1000,0.5841194968553458
632,entropy,,log2,3.0,10,0.5841194968553458
633,entropy,,log2,3.0,1,0.5841194968553458
634,entropy,,log2,2.0,1000,0.5841194968553458
635,entropy,,log2,2.0,100,0.5841194968553458
636,entropy,5.0,1,1.0,1,0.5841194968553458
637,entropy,5.0,1,1.0,10,0.5841194968553458
638,entropy,5.0,1,1.0,100,0.5841194968553458
639,entropy,5.0,1,1.0,1000,0.5841194968553458
640,entropy,5.0,1,2.0,1,0.5841194968553458
641,entropy,5.0,1,2.0,10,0.5841194968553458
642,entropy,5.0,1,2.0,100,0.5841194968553458
643,entropy,5.0,1,2.0,1000,0.5841194968553458
644,entropy,5.0,1,3.0,1,0.5841194968553458
645,entropy,3.0,,1.0,10,0.5841194968553458
646,entropy,5.0,1,3.0,100,0.5841194968553458
647,entropy,5.0,1,3.0,1000,0.5841194968553458
648,entropy,5.0,1,4.0,1,0.5841194968553458
649,entropy,5.0,1,4.0,10,0.5841194968553458
650,entropy,5.0,1,4.0,100,0.5841194968553458
651,entropy,5.0,1,3.0,10,0.5841194968553458
652,entropy,,10,5.0,1000,0.5841194968553458
653,entropy,3.0,,1.0,1,0.5841194968553458
654,gini,4.0,1,5.0,1,0.5841194968553458
655,gini,4.0,10,1.0,100,0.5841194968553458
656,gini,4.0,10,1.0,10,0.5841194968553458
657,gini,4.0,10,1.0,1,0.5841194968553458
658,gini,4.0,1,5.0,1000,0.5841194968553458
659,gini,4.0,1,5.0,100,0.5841194968553458
660,gini,4.0,1,5.0,10,0.5841194968553458
661,gini,4.0,1,4.0,1000,0.5841194968553458
662,entropy,3.0,log2,5.0,1000,0.5841194968553458
663,gini,4.0,1,4.0,100,0.5841194968553458
664,gini,4.0,1,4.0,10,0.5841194968553458
665,gini,4.0,1,4.0,1,0.5841194968553458
666,gini,4.0,1,3.0,1000,0.5841194968553458
667,gini,4.0,1,3.0,100,0.5841194968553458
668,gini,4.0,1,3.0,10,0.5841194968553458
669,gini,4.0,10,1.0,1000,0.5841194968553458
670,gini,4.0,10,2.0,1,0.5841194968553458
671,gini,4.0,10,2.0,10,0.5841194968553458
672,gini,4.0,10,2.0,100,0.5841194968553458
673,gini,4.0,10,2.0,1000,0.5841194968553458
674,gini,4.0,10,3.0,1,0.5841194968553458
675,gini,4.0,10,3.0,10,0.5841194968553458
676,gini,4.0,10,3.0,100,0.5841194968553458
677,gini,4.0,10,3.0,1000,0.5841194968553458
678,gini,4.0,10,4.0,1,0.5841194968553458
679,gini,4.0,10,4.0,10,0.5841194968553458
680,gini,4.0,10,4.0,100,0.5841194968553458
681,gini,4.0,10,4.0,1000,0.5841194968553458
682,gini,4.0,10,5.0,1,0.5841194968553458
683,gini,4.0,10,5.0,10,0.5841194968553458
684,gini,4.0,10,5.0,100,0.5841194968553458
685,gini,4.0,10,5.0,1000,0.5841194968553458
686,gini,4.0,1,3.0,1,0.5841194968553458
687,gini,4.0,1,2.0,1000,0.5841194968553458
688,gini,4.0,1,2.0,100,0.5841194968553458
689,gini,4.0,,3.0,10,0.5841194968553458
690,gini,4.0,log2,4.0,1000,0.5841194968553458
691,gini,4.0,log2,5.0,1,0.5841194968553458
692,gini,4.0,log2,5.0,10,0.5841194968553458
693,gini,4.0,log2,5.0,100,0.5841194968553458
694,gini,4.0,log2,5.0,1000,0.5841194968553458
695,gini,4.0,,1.0,1,0.5841194968553458
696,gini,4.0,,1.0,10,0.5841194968553458
697,gini,4.0,,1.0,100,0.5841194968553458
698,gini,4.0,,1.0,1000,0.5841194968553458
699,gini,4.0,,2.0,1,0.5841194968553458
700,gini,4.0,,2.0,10,0.5841194968553458
701,gini,4.0,,2.0,100,0.5841194968553458
702,gini,4.0,,2.0,1000,0.5841194968553458
703,gini,4.0,,3.0,1,0.5841194968553458
704,gini,4.0,,3.0,100,0.5841194968553458
705,gini,4.0,1,2.0,10,0.5841194968553458
706,gini,4.0,,3.0,1000,0.5841194968553458
707,gini,4.0,,4.0,1,0.5841194968553458
708,gini,4.0,,4.0,10,0.5841194968553458
709,gini,4.0,,4.0,100,0.5841194968553458
710,gini,4.0,,4.0,1000,0.5841194968553458
711,gini,4.0,,5.0,1,0.5841194968553458
712,gini,4.0,,5.0,10,0.5841194968553458
713,gini,4.0,,5.0,100,0.5841194968553458
714,gini,4.0,,5.0,1000,0.5841194968553458
715,gini,4.0,1,1.0,1,0.5841194968553458
716,gini,4.0,1,1.0,10,0.5841194968553458
717,gini,4.0,1,1.0,100,0.5841194968553458
718,gini,4.0,1,1.0,1000,0.5841194968553458
719,gini,4.0,1,2.0,1,0.5841194968553458
720,gini,5.0,sqrt,1.0,1,0.5841194968553458
721,gini,5.0,sqrt,1.0,10,0.5841194968553458
722,gini,5.0,sqrt,1.0,100,0.5841194968553458
723,gini,5.0,,4.0,1,0.5841194968553458
724,gini,5.0,log2,5.0,100,0.5841194968553458
725,gini,5.0,log2,5.0,1000,0.5841194968553458
726,gini,5.0,,1.0,1,0.5841194968553458
727,gini,5.0,,1.0,10,0.5841194968553458
728,gini,5.0,,1.0,100,0.5841194968553458
729,gini,5.0,,1.0,1000,0.5841194968553458
730,gini,5.0,,2.0,1,0.5841194968553458
731,gini,5.0,,2.0,10,0.5841194968553458
732,gini,5.0,,2.0,100,0.5841194968553458
733,gini,5.0,,2.0,1000,0.5841194968553458
734,gini,5.0,,3.0,1,0.5841194968553458
735,gini,5.0,,3.0,10,0.5841194968553458
736,gini,5.0,,3.0,100,0.5841194968553458
737,gini,5.0,,3.0,1000,0.5841194968553458
738,gini,5.0,,4.0,10,0.5841194968553458
739,gini,5.0,log2,5.0,1,0.5841194968553458
740,gini,5.0,,4.0,100,0.5841194968553458
741,gini,5.0,,4.0,1000,0.5841194968553458
742,gini,5.0,,5.0,1,0.5841194968553458
743,gini,5.0,,5.0,10,0.5841194968553458
744,gini,5.0,,5.0,100,0.5841194968553458
745,gini,5.0,,5.0,1000,0.5841194968553458
746,gini,5.0,1,1.0,1,0.5841194968553458
747,gini,5.0,1,1.0,10,0.5841194968553458
748,gini,5.0,1,1.0,100,0.5841194968553458
749,gini,5.0,1,1.0,1000,0.5841194968553458
750,gini,5.0,1,2.0,1,0.5841194968553458
751,gini,5.0,1,2.0,10,0.5841194968553458
752,gini,5.0,1,2.0,100,0.5841194968553458
753,gini,5.0,1,2.0,1000,0.5841194968553458
754,gini,5.0,log2,5.0,10,0.5841194968553458
755,gini,5.0,log2,4.0,1000,0.5841194968553458
756,gini,5.0,sqrt,1.0,1000,0.5841194968553458
757,gini,5.0,sqrt,5.0,100,0.5841194968553458
758,gini,5.0,sqrt,2.0,1,0.5841194968553458
759,gini,5.0,sqrt,2.0,10,0.5841194968553458
760,gini,5.0,sqrt,2.0,100,0.5841194968553458
761,gini,5.0,sqrt,2.0,1000,0.5841194968553458
762,gini,5.0,sqrt,3.0,1,0.5841194968553458
763,gini,5.0,sqrt,3.0,10,0.5841194968553458
764,gini,5.0,sqrt,3.0,100,0.5841194968553458
765,gini,5.0,sqrt,3.0,1000,0.5841194968553458
766,gini,5.0,sqrt,4.0,1,0.5841194968553458
767,gini,5.0,sqrt,4.0,10,0.5841194968553458
768,gini,5.0,sqrt,4.0,100,0.5841194968553458
769,gini,5.0,sqrt,4.0,1000,0.5841194968553458
770,gini,5.0,sqrt,5.0,1,0.5841194968553458
771,gini,5.0,sqrt,5.0,10,0.5841194968553458
772,gini,5.0,sqrt,5.0,1000,0.5841194968553458
773,gini,5.0,log2,4.0,100,0.5841194968553458
774,gini,5.0,log2,1.0,1,0.5841194968553458
775,gini,5.0,log2,1.0,10,0.5841194968553458
776,gini,5.0,log2,1.0,100,0.5841194968553458
777,gini,5.0,log2,1.0,1000,0.5841194968553458
778,gini,5.0,log2,2.0,1,0.5841194968553458
779,gini,5.0,log2,2.0,10,0.5841194968553458
780,gini,5.0,log2,2.0,100,0.5841194968553458
781,gini,5.0,log2,2.0,1000,0.5841194968553458
782,gini,5.0,log2,3.0,1,0.5841194968553458
783,gini,5.0,log2,3.0,10,0.5841194968553458
784,gini,5.0,log2,3.0,100,0.5841194968553458
785,gini,5.0,log2,3.0,1000,0.5841194968553458
786,gini,5.0,log2,4.0,1,0.5841194968553458
787,gini,5.0,log2,4.0,10,0.5841194968553458
788,gini,4.0,log2,4.0,100,0.5841194968553458
789,gini,4.0,log2,4.0,10,0.5841194968553458
790,gini,4.0,log2,4.0,1,0.5841194968553458
791,gini,3.0,,3.0,1,0.5841194968553458
792,gini,3.0,log2,4.0,100,0.5841194968553458
793,gini,3.0,log2,4.0,1000,0.5841194968553458
794,gini,3.0,log2,5.0,1,0.5841194968553458
795,gini,3.0,log2,5.0,10,0.5841194968553458
796,gini,3.0,log2,5.0,100,0.5841194968553458
797,gini,3.0,log2,5.0,1000,0.5841194968553458
798,gini,3.0,,1.0,1,0.5841194968553458
799,gini,3.0,,1.0,10,0.5841194968553458
800,gini,3.0,,1.0,100,0.5841194968553458
801,gini,3.0,,1.0,1000,0.5841194968553458
802,gini,3.0,,2.0,1,0.5841194968553458
803,gini,3.0,,2.0,10,0.5841194968553458
804,gini,3.0,,2.0,100,0.5841194968553458
805,gini,3.0,,2.0,1000,0.5841194968553458
806,gini,3.0,,3.0,10,0.5841194968553458
807,gini,3.0,log2,4.0,1,0.5841194968553458
808,gini,3.0,,3.0,100,0.5841194968553458
809,gini,3.0,,3.0,1000,0.5841194968553458
810,gini,3.0,,4.0,1,0.5841194968553458
811,gini,3.0,,4.0,10,0.5841194968553458
812,gini,3.0,,4.0,100,0.5841194968553458
813,gini,3.0,,4.0,1000,0.5841194968553458
814,gini,3.0,,5.0,1,0.5841194968553458
815,gini,3.0,,5.0,10,0.5841194968553458
816,gini,3.0,,5.0,100,0.5841194968553458
817,gini,3.0,,5.0,1000,0.5841194968553458
818,gini,3.0,1,0.0,1,0.5841194968553458
819,gini,3.0,1,1.0,1,0.5841194968553458
820,gini,3.0,1,1.0,10,0.5841194968553458
821,gini,3.0,1,1.0,100,0.5841194968553458
822,gini,3.0,log2,4.0,10,0.5841194968553458
823,gini,3.0,log2,3.0,1000,0.5841194968553458
824,gini,3.0,1,2.0,1,0.5841194968553458
825,gini,3.0,sqrt,4.0,100,0.5841194968553458
826,gini,3.0,sqrt,1.0,1,0.5841194968553458
827,gini,3.0,sqrt,1.0,10,0.5841194968553458
828,gini,3.0,sqrt,1.0,100,0.5841194968553458
829,gini,3.0,sqrt,1.0,1000,0.5841194968553458
830,gini,3.0,sqrt,2.0,1,0.5841194968553458
831,gini,3.0,sqrt,2.0,10,0.5841194968553458
832,gini,3.0,sqrt,2.0,100,0.5841194968553458
833,gini,3.0,sqrt,2.0,1000,0.5841194968553458
834,gini,3.0,sqrt,3.0,1,0.5841194968553458
835,gini,3.0,sqrt,3.0,10,0.5841194968553458
836,gini,3.0,sqrt,3.0,100,0.5841194968553458
837,gini,3.0,sqrt,3.0,1000,0.5841194968553458
838,gini,3.0,sqrt,4.0,1,0.5841194968553458
839,gini,3.0,sqrt,4.0,10,0.5841194968553458
840,gini,3.0,sqrt,4.0,1000,0.5841194968553458
841,gini,3.0,log2,3.0,100,0.5841194968553458
842,gini,3.0,sqrt,5.0,1,0.5841194968553458
843,gini,3.0,sqrt,5.0,10,0.5841194968553458
844,gini,3.0,sqrt,5.0,100,0.5841194968553458
845,gini,3.0,sqrt,5.0,1000,0.5841194968553458
846,gini,3.0,log2,1.0,1,0.5841194968553458
847,gini,3.0,log2,1.0,10,0.5841194968553458
848,gini,3.0,log2,1.0,100,0.5841194968553458
849,gini,3.0,log2,1.0,1000,0.5841194968553458
850,gini,3.0,log2,2.0,1,0.5841194968553458
851,gini,3.0,log2,2.0,10,0.5841194968553458
852,gini,3.0,log2,2.0,100,0.5841194968553458
853,gini,3.0,log2,2.0,1000,0.5841194968553458
854,gini,3.0,log2,3.0,1,0.5841194968553458
855,gini,3.0,log2,3.0,10,0.5841194968553458
856,gini,3.0,1,1.0,1000,0.5841194968553458
857,gini,3.0,1,2.0,10,0.5841194968553458
858,gini,4.0,log2,3.0,1000,0.5841194968553458
859,gini,4.0,sqrt,4.0,1000,0.5841194968553458
860,gini,4.0,sqrt,1.0,10,0.5841194968553458
861,gini,4.0,sqrt,1.0,100,0.5841194968553458
862,gini,4.0,sqrt,1.0,1000,0.5841194968553458
863,gini,4.0,sqrt,2.0,1,0.5841194968553458
864,gini,4.0,sqrt,2.0,10,0.5841194968553458
865,gini,4.0,sqrt,2.0,100,0.5841194968553458
866,gini,4.0,sqrt,2.0,1000,0.5841194968553458
867,gini,4.0,sqrt,3.0,1,0.5841194968553458
868,gini,4.0,sqrt,3.0,10,0.5841194968553458
869,gini,4.0,sqrt,3.0,100,0.5841194968553458
870,gini,4.0,sqrt,3.0,1000,0.5841194968553458
871,gini,4.0,sqrt,4.0,1,0.5841194968553458
872,gini,4.0,sqrt,4.0,10,0.5841194968553458
873,gini,4.0,sqrt,4.0,100,0.5841194968553458
874,gini,4.0,sqrt,5.0,1,0.5841194968553458
875,gini,3.0,10,5.0,1000,0.5841194968553458
876,gini,4.0,sqrt,5.0,10,0.5841194968553458
877,gini,4.0,sqrt,5.0,100,0.5841194968553458
878,gini,4.0,sqrt,5.0,1000,0.5841194968553458
879,gini,4.0,log2,1.0,1,0.5841194968553458
880,gini,4.0,log2,1.0,10,0.5841194968553458
881,gini,4.0,log2,1.0,100,0.5841194968553458
882,gini,4.0,log2,1.0,1000,0.5841194968553458
883,gini,4.0,log2,2.0,1,0.5841194968553458
884,gini,4.0,log2,2.0,10,0.5841194968553458
885,gini,4.0,log2,2.0,100,0.5841194968553458
886,gini,4.0,log2,2.0,1000,0.5841194968553458
887,gini,4.0,log2,3.0,1,0.5841194968553458
888,gini,4.0,log2,3.0,10,0.5841194968553458
889,gini,4.0,log2,3.0,100,0.5841194968553458
890,gini,4.0,sqrt,1.0,1,0.5841194968553458
891,gini,3.0,10,5.0,100,0.5841194968553458
892,gini,3.0,1,2.0,100,0.5841194968553458
893,gini,3.0,10,1.0,10,0.5841194968553458
894,gini,3.0,1,2.0,1000,0.5841194968553458
895,gini,3.0,1,3.0,1,0.5841194968553458
896,gini,3.0,1,3.0,10,0.5841194968553458
897,gini,3.0,1,3.0,100,0.5841194968553458
898,gini,3.0,1,3.0,1000,0.5841194968553458
899,gini,3.0,1,4.0,1,0.5841194968553458
900,gini,3.0,1,4.0,10,0.5841194968553458
901,gini,3.0,1,4.0,100,0.5841194968553458
902,gini,3.0,1,4.0,1000,0.5841194968553458
903,gini,3.0,1,5.0,1,0.5841194968553458
904,gini,3.0,1,5.0,10,0.5841194968553458
905,gini,3.0,1,5.0,100,0.5841194968553458
906,gini,3.0,1,5.0,1000,0.5841194968553458
907,gini,3.0,10,1.0,1,0.5841194968553458
908,gini,3.0,10,1.0,100,0.5841194968553458
909,gini,3.0,10,5.0,10,0.5841194968553458
910,gini,3.0,10,1.0,1000,0.5841194968553458
911,gini,3.0,10,2.0,1,0.5841194968553458
912,gini,3.0,10,2.0,10,0.5841194968553458
913,gini,3.0,10,2.0,100,0.5841194968553458
914,gini,3.0,10,2.0,1000,0.5841194968553458
915,gini,3.0,10,3.0,1,0.5841194968553458
916,gini,3.0,10,3.0,10,0.5841194968553458
917,gini,3.0,10,3.0,100,0.5841194968553458
918,gini,3.0,10,3.0,1000,0.5841194968553458
919,gini,3.0,10,4.0,1,0.5841194968553458
920,gini,3.0,10,4.0,10,0.5841194968553458
921,gini,3.0,10,4.0,100,0.5841194968553458
922,gini,3.0,10,4.0,1000,0.5841194968553458
923,gini,3.0,10,5.0,1,0.5841194968553458
924,gini,5.0,1,3.0,1,0.5841194968553458
925,gini,5.0,1,3.0,10,0.5841194968553458
926,gini,5.0,1,3.0,100,0.5841194968553458
927,gini,,,2.0,100,0.5841194968553458
928,gini,,,4.0,1,0.5841194968553458
929,gini,,,3.0,1000,0.5841194968553458
930,gini,,,3.0,100,0.5841194968553458
931,gini,,,3.0,10,0.5841194968553458
932,gini,,,3.0,1,0.5841194968553458
933,gini,,,2.0,1000,0.5841194968553458
934,gini,,,2.0,10,0.5841194968553458
935,gini,,1,3.0,1000,0.5841194968553458
936,gini,,,2.0,1,0.5841194968553458
937,gini,,,1.0,1000,0.5841194968553458
938,gini,,,1.0,100,0.5841194968553458
939,gini,,,1.0,10,0.5841194968553458
940,gini,,,1.0,1,0.5841194968553458
941,gini,,log2,5.0,1000,0.5841194968553458
942,gini,,,4.0,10,0.5841194968553458
943,gini,,,4.0,100,0.5841194968553458
944,gini,,,4.0,1000,0.5841194968553458
945,gini,,,5.0,1,0.5841194968553458
946,gini,,,5.0,10,0.5841194968553458
947,gini,,,5.0,100,0.5841194968553458
948,gini,,,5.0,1000,0.5841194968553458
949,gini,,1,1.0,1,0.5841194968553458
950,gini,,1,1.0,10,0.5841194968553458
951,gini,,1,1.0,100,0.5841194968553458
952,gini,,1,1.0,1000,0.5841194968553458
953,gini,,1,2.0,1,0.5841194968553458
954,gini,,1,2.0,10,0.5841194968553458
955,gini,,1,2.0,100,0.5841194968553458
956,gini,,1,2.0,1000,0.5841194968553458
957,gini,,1,3.0,1,0.5841194968553458
958,gini,,1,3.0,10,0.5841194968553458
959,gini,,log2,5.0,100,0.5841194968553458
960,gini,,log2,5.0,10,0.5841194968553458
961,gini,,log2,5.0,1,0.5841194968553458
962,gini,,sqrt,5.0,1000,0.5841194968553458
963,gini,,sqrt,2.0,10,0.5841194968553458
964,gini,,sqrt,2.0,100,0.5841194968553458
965,gini,,sqrt,2.0,1000,0.5841194968553458
966,gini,,sqrt,3.0,1,0.5841194968553458
967,gini,,sqrt,3.0,10,0.5841194968553458
968,gini,,sqrt,3.0,100,0.5841194968553458
969,gini,,sqrt,3.0,1000,0.5841194968553458
970,gini,,sqrt,4.0,1,0.5841194968553458
971,gini,,sqrt,4.0,10,0.5841194968553458
972,gini,,sqrt,4.0,100,0.5841194968553458
973,gini,,sqrt,4.0,1000,0.5841194968553458
974,gini,,sqrt,5.0,1,0.5841194968553458
975,gini,,sqrt,5.0,10,0.5841194968553458
976,gini,,sqrt,5.0,100,0.5841194968553458
977,gini,,log2,1.0,1,0.5841194968553458
978,gini,,log2,4.0,1000,0.5841194968553458
979,gini,,log2,1.0,10,0.5841194968553458
980,gini,,log2,1.0,100,0.5841194968553458
981,gini,,log2,1.0,1000,0.5841194968553458
982,gini,,log2,2.0,1,0.5841194968553458
983,gini,,log2,2.0,10,0.5841194968553458
984,gini,,log2,2.0,100,0.5841194968553458
985,gini,,log2,2.0,1000,0.5841194968553458
986,gini,,log2,3.0,1,0.5841194968553458
987,gini,,log2,3.0,10,0.5841194968553458
988,gini,,log2,3.0,100,0.5841194968553458
989,gini,,log2,3.0,1000,0.5841194968553458
990,gini,,log2,4.0,1,0.5841194968553458
991,gini,,log2,4.0,10,0.5841194968553458
992,gini,,log2,4.0,100,0.5841194968553458
993,gini,,1,3.0,100,0.5841194968553458
994,gini,,1,4.0,1,0.5841194968553458
995,gini,5.0,1,3.0,1000,0.5841194968553458
996,entropy,3.0,sqrt,4.0,1000,0.5841194968553458
997,entropy,3.0,log2,1.0,10,0.5841194968553458
998,entropy,3.0,log2,1.0,1,0.5841194968553458
999,entropy,3.0,sqrt,5.0,1000,0.5841194968553458
1000,entropy,3.0,sqrt,5.0,100,0.5841194968553458
1001,entropy,3.0,sqrt,5.0,10,0.5841194968553458
1002,entropy,3.0,sqrt,5.0,1,0.5841194968553458
1003,entropy,3.0,sqrt,4.0,100,0.5841194968553458
1004,gini,,1,4.0,10,0.5841194968553458
1005,entropy,3.0,sqrt,4.0,10,0.5841194968553458
1006,entropy,3.0,sqrt,4.0,1,0.5841194968553458
1007,entropy,3.0,sqrt,3.0,1000,0.5841194968553458
1008,entropy,3.0,sqrt,3.0,100,0.5841194968553458
1009,entropy,3.0,sqrt,3.0,10,0.5841194968553458
1010,entropy,3.0,sqrt,3.0,1,0.5841194968553458
1011,entropy,3.0,log2,1.0,100,0.5841194968553458
1012,entropy,3.0,log2,1.0,1000,0.5841194968553458
1013,entropy,3.0,log2,2.0,1,0.5841194968553458
1014,entropy,3.0,log2,2.0,10,0.5841194968553458
1015,entropy,3.0,log2,2.0,100,0.5841194968553458
1016,entropy,3.0,log2,2.0,1000,0.5841194968553458
1017,entropy,3.0,log2,3.0,1,0.5841194968553458
1018,entropy,3.0,log2,3.0,10,0.5841194968553458
1019,entropy,3.0,log2,3.0,100,0.5841194968553458
1020,entropy,3.0,log2,3.0,1000,0.5841194968553458
1021,entropy,3.0,log2,4.0,1,0.5841194968553458
1022,entropy,3.0,log2,4.0,10,0.5841194968553458
1023,entropy,3.0,log2,4.0,100,0.5841194968553458
1024,entropy,3.0,log2,4.0,1000,0.5841194968553458
1025,entropy,3.0,log2,5.0,1,0.5841194968553458
1026,entropy,3.0,log2,5.0,10,0.5841194968553458
1027,entropy,3.0,log2,5.0,100,0.5841194968553458
1028,entropy,3.0,sqrt,2.0,1000,0.5841194968553458
1029,entropy,3.0,sqrt,2.0,100,0.5841194968553458
1030,entropy,3.0,sqrt,2.0,10,0.5841194968553458
1031,gini,,10,3.0,1,0.5841194968553458
1032,gini,,1,4.0,100,0.5841194968553458
1033,gini,,1,4.0,1000,0.5841194968553458
1034,gini,,1,5.0,1,0.5841194968553458
1035,gini,,1,5.0,10,0.5841194968553458
1036,gini,,1,5.0,100,0.5841194968553458
1037,gini,,1,5.0,1000,0.5841194968553458
1038,gini,,10,1.0,1,0.5841194968553458
