doc_id,advertisers_length,hash_value,advertiser_1,advertiser_2,advertiser_3,advertiser_4,advertiser_5,advertiser_1_adserver,advertiser_2_adserver,advertiser_3_adserver,advertiser_4_adserver,advertiser_5_adserver,advertiser_1_publisher,advertiser_2_publisher,advertiser_3_publisher,advertiser_4_publisher,advertiser_5_publisher,category_1_1,score_1_1,category_1_2,score_1_2,category_1_3,score_1_3,category_2_1,score_2_1,category_2_2,score_2_2,category_2_3,score_2_3,id,img_url,filename,img_text,popup_over_img,cropped_text,width,height,shape,domain,text_style,date_entry,discount_entry,call_to_action,contains_company_name,dominant_color_R,dominant_color_G,dominant_color_B,dominant_color_percentage,dominant_color_name,language,valid,intention,confidence_score
413c42cb_1_1,1,04d633b8fbbca4e0,modetalente.com,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.38386854293352174,Personal Finance,0.2149571543805042,Shopping,0.15634305601672832,Home Utilities,0.2618122147364474,Business,0.22515292845492213,Insurance,0.06662989120438279,69,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.lepoint.fr/413c42cb/1_1.png,04d633b8fbbca4e0_1_1.png,MODETALENTE BIS ZU 45% RABATT Jetzt Shoppen,0,0,660,170,Wide skyscraper,Retail,typed,0,1,1,1,247.1277483996633,246.5196910659671,246.65415391038445,25.48,white,de,1,price,9.0
03542398_0_11,1,5fc797092afed78f,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,603,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.heise.de/6e0f0bc7/1_12.png,5fc797092afed78f_1_12.png,YOU HAVE ONLY 2 MOVES IQ:155 TRY HERO WARS,0,0,300,250,Medium rectangle,Entertainment,typed,0,0,1,1,214.48606312356972,197.69104002484409,183.70128886991156,68.69,silver,de,1,quality,1.0
e4ac4f3a_1_1,1,9eff0d30d36d0318,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,1694,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.netzwelt.de/e4ac4f3a/1_1.png,9eff0d30d36d0318_1_1.png,HERO WARS Play minigames! Minigames,0,0,300,250,Medium rectangle,Entertainment,typed,0,0,0,1,49.99647598754222,74.48166967163922,84.5280555100273,48.81,teal,de,1,quality,1.0
e4ac4f3a_0_1,1,5aa44167c3ee0ea4,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,2001,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.netzwelt.de/e4ac4f3a/0_1.png,5aa44167c3ee0ea4_0_1.png,HERO WARS,0,0,300,250,Medium rectangle,Entertainment,typed,0,0,0,1,57.59472768633788,51.11864043891382,60.49559748427658,49.82,black,en,1,quality,1.0
45c29f75_1_0,1,73305a954352a45a,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,1209,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/walesonline.co.uk/45c29f75/1_0.png,73305a954352a45a_1_0.png,IQ: 155 HERO WARS HERO WARS YOU HAVE ONLY 2 MOVES,0,0,970,250,Wide skyscraper,Entertainment,typed,0,0,0,1,45.761447237101905,42.46108055421642,47.72842256724522,35.56,black,en,1,quality,1.0
e835ffc7_1_5,1,ba1899901d7405f5,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,1844,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/heraldscotland.com/e835ffc7/1_5.png,ba1899901d7405f5_1_5.png,YOU HAVE ONLY 2 MOVES ID: 155 HERO WARS TRY,0,0,300,600,Sidebar ad,Entertainment,typed,0,0,1,1,224.73607706778526,199.43428147977886,136.26274867468194,48.72,silver,en,1,quality,1.0
92fc3fee_1_11,1,1ccaae3e0f48ef56,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,1819,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/abendblatt.de/92fc3fee/1_11.png,1ccaae3e0f48ef56_1_11.png,YOU HAVE 2 MOVES IQ: 155 HERO WARS TRY,0,0,300,600,Sidebar ad,Entertainment,typed,0,0,1,1,224.7695553243425,199.48236276113312,136.33426712555587,48.6,silver,en,1,quality,1.0
92fc3fee_0_11,1,3118e2ffeaaebefa,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,1823,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/abendblatt.de/92fc3fee/0_11.png,3118e2ffeaaebefa_0_11.png,YOU HAVE 2 MOVES IQ: 155 HERO WARS,0,0,300,600,Sidebar ad,Entertainment,typed,0,0,0,1,224.07269429019595,198.4799349600621,134.76096719244438,50.06,silver,en,1,quality,1.0
cd0db19a_1_14,1,15a53cba1aa83aca,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,2379,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.lvz.de/cd0db19a/1_11.png,15a53cba1aa83aca_1_11.png,IQ: 155 HERO WARS YOU HAVE ONLY 2 MOVES TRY,0,0,970,250,Wide skyscraper,Entertainment,typed,0,0,1,1,44.85858599874872,42.56912509538353,44.80939429680896,29.7,black,en,1,quality,1.0
cd0db19a_1_3,1,6699ece851f1c7aa,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,2377,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.lvz.de/cd0db19a/1_2.png,6699ece851f1c7aa_1_2.png,YOU HAVE ONLY 2 MOVES IQ: 155 HERO WARS TRY,0,0,300,250,Medium rectangle,Entertainment,typed,0,0,1,1,192.23235480150262,156.87487442794938,103.96141682479488,35.84,gray,en,1,quality,1.0
5fc28033_0_1,1,f1f06c7e8fa1b333,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,2496,http://ads3-d.adbl.io/static/img/2022-04-19/Automobiles/www.salzi.at/5fc28033/0_1.png,f1f06c7e8fa1b333_0_1.png,YOU HAVE ONLY 2 MOVES IQ: 155 HERO WARS TRY,0,0,336,280,Wide skyscraper,Entertainment,typed,0,0,1,1,195.70165761646152,158.790854529866,102.89425550157169,37.19,gray,en,1,quality,1.0
075fe866_0_19,1,9ecd1c960c47887e,hero-wars.com,,,,,False,False,False,False,False,False,False,False,False,False,Hobbies & Interests,0.18362032964454128,Events and Attractions,0.10158688288301854,Sports,0.09615921289713757,Email,0.6217186195067143,Games and Puzzles,0.03552294761633473,Business,0.025630990057481512,608,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.heise.de/6e0f0bc7/1_20.png,9ecd1c960c47887e_1_20.png,YOU HAVE ONLY 2 MOVES IQ: 155 HERO WARS,0,0,464,386,Wide skyscraper,Entertainment,typed,0,0,0,1,221.17482752348133,193.75364894554454,129.8040834604404,39.81,silver,en,1,quality,1.0
2fe55d84_1_2,1,6ed045f3781d3daa,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,1227,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/noen.at/397d6bfc/0_0.png,6ed045f3781d3daa_0_0.png,2 Gleitsichtbrillen nur 79 € brillen.de,0,0,300,250,Medium rectangle,Retail,typed,0,0,0,1,139.18473010506023,105.36438835889324,94.22180292235235,44.11,gray,de,1,price,9.0
46bd7d52_1_2,1,0447856727c8fb7f,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2007,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/rp-online.de/46bd7d52/1_2.png,0447856727c8fb7f_1_2.png,2 Gleitsichtbrillen nur 79€ Last Minute Tarif bei über 600 Optikern: mit größeren Sehfeldern und gratis Fassungen marketing.net.brillen.de Mehr,0,0,970,250,Wide skyscraper,Other,typed,0,0,1,1,254.60016569422558,254.12236695985092,254.58006204720138,46.79,white,de,1,price,9.0
92ec1888_1_5,1,85527f53bc80203e,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2013,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.shz.de/92ec1888/1_5.png,85527f53bc80203e_1_5.png,Gleitsichtbrillen Aktion Wir feiern Geburtstag & garantiert den ersten 10.000 Kunden 2 Gleitsichtbrillen für 129 €! brillen.de Zur Website,0,0,970,250,Wide skyscraper,Other,typed,0,0,1,1,253.86868361765468,253.47650054055845,253.96880493178398,49.97,white,de,1,price,9.0
c7cb0cfa_1_9,1,bb784f0904b1796a,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,1997,http://ads3-d.adbl.io/static/img/2022-04-21/Automobiles/www.kn-online.de/c7cb0cfa/1_9.png,bb784f0904b1796a_1_9.png,2 GLeitsichtbrillen nur 79 € brillen.de Mehr,0,0,300,250,Medium rectangle,Other,typed,0,0,1,1,254.1620290568801,253.7114011327351,254.22006074035892,32.51,white,de,1,price,9.0
9d9c3b5c_1_4,1,9cdfdeae57011e73,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2789,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/www.dnn.de/9d9c3b5c/1_4.png,9cdfdeae57011e73_1_4.png,2 Gleitsichtbrillen nur 79€ Mehr brillen.de,0,0,970,250,Wide skyscraper,Other,typed,0,0,1,1,254.4727442057922,253.9872032159853,254.45572112325704,69.96,white,de,1,price,9.0
773a6ca5_1_8,1,db694327ebf2973f,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2641,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/www.maz-online.de/773a6ca5/1_5.png,db694327ebf2973f_1_5.png,2 Gleitsichtbrillen nur 79€ Mit Last Minute Termin jetzt extra sparen: auch beim Optiker in Deiner Nähe marketing.net.brillen.de Mehr,0,0,970,250,Wide skyscraper,Other,typed,0,0,1,1,254.64779979106672,254.1823719946421,254.63561590926682,46.97,white,de,1,price,9.0
773a6ca5_1_6,1,124d4eea57a23fb4,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2642,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/www.maz-online.de/773a6ca5/1_6.png,124d4eea57a23fb4_1_6.png,Anzeige brillen.de Last Minute Angebot: 2 Premium Gleitsichtbrillen mit großen Sehbereichen nur 79 Euro. Mit Last Minute Termin jetzt extra sparen: auch beim Optiker in Deiner Nähe,0,0,286,361,Wide skyscraper,Other,typed,0,0,0,1,254.54040801048592,254.03599101629413,254.48392288976288,51.74,white,de,1,price,9.0
fa13f5eb_1_3,1,65786c951f1499ca,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,2299,http://ads3-d.adbl.io/static/img/2022-04-20/Automobiles/rp-online.de/fa13f5eb/1_3.png,65786c951f1499ca_1_3.png,N MEINUNG MENÜ 2 Gleitsichtbrillen nur 79 € Mit Last Minute Termin jetzt extra sparen: auch beim Optiker in Deiner Nähe brillen.de Mehr,1,1,300,600,Sidebar ad,Other,typed,0,0,1,1,254.87509877818906,254.4413029603128,254.9037976414804,73.12,white,de,0,price,9.0
2028673d_1_0,1,0728bc4c134704f3,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,11,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.kn-online.de/acea1fe2/1_1.png,0728bc4c134704f3_1_1.png,2 Gleitsichtbrillen nur 79 € Mit Last Minute Termin jetzt extra sparen: auch beim Optiker in Deiner Nähe brillen.de Mehr,0,0,970,250,Wide skyscraper,Retail,typed,0,0,1,1,254.95910988222286,254.4736748819107,254.9691152881529,46.53,white,de,1,price,9.0
a68a20c5_0_0,1,8784238e05bc280f,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,174,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/noen.at/a68a20c5/0_0.png,8784238e05bc280f_0_0.png,2 Gleitsichtbrillen nur 79 € Last Minute Tarif bei über 600 Optikern: mit neuer Technologie und gratis Fassungen brillen.de Mehr,0,0,970,250,Wide skyscraper,Retail,typed,0,0,1,1,254.35999967183625,253.86456530123286,254.24101436553158,50.26,white,de,1,price,9.0
f1bf36bb_1_0,1,36b1820b2ca3c8a4,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,480,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.luzernerzeitung.ch/f1bf36bb/1_0.png,36b1820b2ca3c8a4_1_0.png,2 Gleitsicht nur 79 € brillen.de,0,0,300,1000,Wide skyscraper,Retail,typed,0,0,0,1,248.60528638936265,249.1880744664308,250.7091706912242,51.35,white,de,1,price,6.0
f1bf36bb_0_0,1,c1d8d02594900285,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,481,http://ads3-d.adbl.io/static/img/2022-04-18/Automobiles/www.luzernerzeitung.ch/f1bf36bb/0_0.png,c1d8d02594900285_0_0.png,2 Gleitsicht nur 79 € brillen.de,0,0,300,1000,Wide skyscraper,Retail,typed,0,0,0,1,248.60528638930447,249.17787038473904,250.7091706911181,51.35,white,de,1,price,6.0
c7fe7cc1_1_1,1,9d8a6fcfc1d80afc,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,371,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.wienerzeitung.at/c7fe7cc1/1_1.png,9d8a6fcfc1d80afc_1_1.png,2 Gleitsichtbrillen nur 79€ Last Minute Tarif bei über 600 Optikern: mit neuer Technologie und gratis Fassungen brillen.de Mehr,0,0,300,600,Sidebar ad,Retail,typed,0,0,1,1,254.79527355892571,254.284290154247,254.57963994606368,47.37,white,de,1,price,9.0
251041f3_1_5,1,33953f912c6d855f,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,30,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.heute.at/251041f3/1_5.png,33953f912c6d855f_1_5.png,2 Gleitsichtbrillen nur 79 € Täglich mit Last Minute Termin verfügbar: bei Optikern in ganz Deutschland brillen.de,0,0,1877,550,Wide skyscraper,Retail,typed,0,0,0,1,254.9339791521496,254.40435431478818,254.69909119713842,50.76,white,de,1,price,9.0
251041f3_1_4,1,d3df5454ea9de2c4,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,29,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.heute.at/251041f3/1_4.png,d3df5454ea9de2c4_1_4.png,2 Gleitsichtbrillen nur 79 € brillen.de,0,0,310,258,Wide skyscraper,Retail,typed,0,0,0,1,233.21912605710128,233.17200644748178,234.71207136390882,56.63,white,de,1,price,9.0
251041f3_1_3,1,d906973f6fc89358,brillen.de,,,,,False,False,False,False,False,False,False,False,False,False,Business and Finance,0.3516513153190909,Personal Finance,0.28038411941462354,Family and Relationships,0.08489210495227442,Home Utilities,0.2265297777312964,Insurance,0.07625754525421914,Auto Buying and Selling,0.06303728422125597,28,http://ads3-d.adbl.io/static/img/2022-04-17/Automobiles/www.heute.at/251041f3/1_3.png,d906973f6fc89358_1_3.png,2 Gleitsichtbrillen nur 79 € brillen.de,0,0,310,282,Wide skyscraper,Retail,typed,0,0,0,1,233.20642515379285,233.2041540802149,234.69865279033286,51.87,white,de,1,price,9.0
